date,sku_id,store_id,inventory_level,units_on_order,backorders
2023-02-20,SKU-1032,STORE-001,332,461,0
2023-02-21,SKU-1032,STORE-001,320,461,0
2023-02-22,SKU-1032,STORE-001,308,461,0
2023-02-23,SKU-1032,STORE-001,293,461,0
2023-02-24,SKU-1032,STORE-001,287,461,0
2023-02-25,SKU-1032,STORE-001,268,461,0
2023-02-26,SKU-1032,STORE-001,254,461,0
2023-02-27,SKU-1032,STORE-001,238,461,0
2023-02-28,SKU-1032,STORE-001,223,461,0
2023-03-01,SKU-1032,STORE-001,205,461,0
2023-03-02,SKU-1032,STORE-001,191,461,0
2023-03-03,SKU-1032,STORE-001,187,461,0
2023-03-04,SKU-1032,STORE-001,172,461,0
2023-03-05,SKU-1032,STORE-001,155,461,0
2023-03-06,SKU-1032,STORE-001,145,461,0
2023-03-07,SKU-1032,STORE-001,136,461,0
2023-03-08,SKU-1032,STORE-001,576,0,0
2023-03-09,SKU-1032,STORE-001,567,0,0
2023-03-10,SKU-1032,STORE-001,553,0,0
2023-03-11,SKU-1032,STORE-001,541,0,0
2023-03-12,SKU-1032,STORE-001,516,0,0
2023-03-13,SKU-1032,STORE-001,509,0,0
2023-03-14,SKU-1032,STORE-001,496,461,0
2023-03-15,SKU-1032,STORE-001,482,461,0
2023-03-16,SKU-1032,STORE-001,462,461,0
2023-03-17,SKU-1032,STORE-001,449,461,0
2023-03-18,SKU-1032,STORE-001,431,461,0
2023-03-19,SKU-1032,STORE-001,416,461,0
2023-03-20,SKU-1032,STORE-001,405,461,0
2023-03-21,SKU-1032,STORE-001,390,461,0
2023-03-22,SKU-1032,STORE-001,374,461,0
2023-03-23,SKU-1032,STORE-001,360,461,0
2023-03-24,SKU-1032,STORE-001,338,461,0
2023-03-25,SKU-1032,STORE-001,325,461,0
2023-03-26,SKU-1032,STORE-001,315,461,0
2023-03-27,SKU-1032,STORE-001,304,461,0
2023-03-28,SKU-1032,STORE-001,292,461,0
2023-03-29,SKU-1032,STORE-001,261,461,0
2023-03-30,SKU-1032,STORE-001,251,461,0
2023-03-31,SKU-1032,STORE-001,240,461,0
2023-04-01,SKU-1032,STORE-001,223,461,0
2023-04-02,SKU-1032,STORE-001,199,461,0
2023-04-03,SKU-1032,STORE-001,188,461,0
2023-04-04,SKU-1032,STORE-001,180,461,0
2023-04-05,SKU-1032,STORE-001,170,461,0
2023-04-06,SKU-1032,STORE-001,163,461,0
2023-04-07,SKU-1032,STORE-001,157,461,0
2023-04-08,SKU-1032,STORE-001,139,461,0
2023-04-09,SKU-1032,STORE-001,119,461,0
2023-04-10,SKU-1032,STORE-001,111,461,0
2023-04-11,SKU-1032,STORE-001,559,0,0
2023-04-12,SKU-1032,STORE-001,547,0,0
2023-04-13,SKU-1032,STORE-001,537,0,0
2023-04-14,SKU-1032,STORE-001,518,0,0
2023-04-15,SKU-1032,STORE-001,504,0,0
2023-04-16,SKU-1032,STORE-001,484,461,0
2023-04-17,SKU-1032,STORE-001,475,461,0
2023-04-18,SKU-1032,STORE-001,460,461,0
2023-04-19,SKU-1032,STORE-001,443,461,0
2023-04-20,SKU-1032,STORE-001,425,461,0
2023-04-21,SKU-1032,STORE-001,411,461,0
2023-04-22,SKU-1032,STORE-001,384,461,0
2023-04-23,SKU-1032,STORE-001,353,461,0
2023-04-24,SKU-1032,STORE-001,349,461,0
2023-04-25,SKU-1032,STORE-001,341,461,0
2023-04-26,SKU-1032,STORE-001,330,461,0
2023-04-27,SKU-1032,STORE-001,319,461,0
2023-04-28,SKU-1032,STORE-001,303,461,0
2023-04-29,SKU-1032,STORE-001,292,461,0
2023-04-30,SKU-1032,STORE-001,275,461,0
2023-05-01,SKU-1032,STORE-001,262,461,0
2023-05-02,SKU-1032,STORE-001,250,461,0
2023-05-03,SKU-1032,STORE-001,237,461,0
2023-05-04,SKU-1032,STORE-001,227,461,0
2023-05-05,SKU-1032,STORE-001,210,461,0
2023-05-06,SKU-1032,STORE-001,198,461,0
2023-05-07,SKU-1032,STORE-001,190,461,0
2023-05-08,SKU-1032,STORE-001,170,461,0
2023-05-09,SKU-1032,STORE-001,157,461,0
2023-05-10,SKU-1032,STORE-001,144,461,0
2023-05-11,SKU-1032,STORE-001,131,461,0
2023-05-12,SKU-1032,STORE-001,117,461,0
2023-05-13,SKU-1032,STORE-001,556,0,0
2023-05-14,SKU-1032,STORE-001,535,0,0
2023-05-15,SKU-1032,STORE-001,518,0,0
2023-05-16,SKU-1032,STORE-001,499,0,0
2023-05-17,SKU-1032,STORE-001,488,461,0
2023-05-18,SKU-1032,STORE-001,475,461,0
2023-05-19,SKU-1032,STORE-001,461,461,0
2023-05-20,SKU-1032,STORE-001,446,461,0
2023-05-21,SKU-1032,STORE-001,431,461,0
2023-05-22,SKU-1032,STORE-001,425,461,0
2023-05-23,SKU-1032,STORE-001,416,461,0
2023-05-24,SKU-1032,STORE-001,406,461,0
2023-05-25,SKU-1032,STORE-001,393,461,0
2023-05-26,SKU-1032,STORE-001,381,461,0
2023-05-27,SKU-1032,STORE-001,356,461,0
2023-05-28,SKU-1032,STORE-001,345,461,0
2023-05-29,SKU-1032,STORE-001,333,461,0
2023-05-30,SKU-1032,STORE-001,316,461,0
2023-05-31,SKU-1032,STORE-001,302,461,0
2023-06-01,SKU-1032,STORE-001,289,461,0
2023-06-02,SKU-1032,STORE-001,276,461,0
2023-06-03,SKU-1032,STORE-001,253,461,0
2023-06-04,SKU-1032,STORE-001,238,461,0
2023-06-05,SKU-1032,STORE-001,232,461,0
2023-06-06,SKU-1032,STORE-001,221,461,0
2023-06-07,SKU-1032,STORE-001,210,461,0
2023-06-08,SKU-1032,STORE-001,199,461,0
2023-06-09,SKU-1032,STORE-001,190,461,0
2023-06-10,SKU-1032,STORE-001,173,461,0
2023-06-11,SKU-1032,STORE-001,143,461,0
2023-06-12,SKU-1032,STORE-001,601,0,0
2023-06-13,SKU-1032,STORE-001,591,0,0
2023-06-14,SKU-1032,STORE-001,582,0,0
2023-06-15,SKU-1032,STORE-001,562,0,0
2023-06-16,SKU-1032,STORE-001,555,0,0
2023-06-17,SKU-1032,STORE-001,543,0,0
2023-06-18,SKU-1032,STORE-001,526,0,0
2023-06-19,SKU-1032,STORE-001,512,0,0
2023-06-20,SKU-1032,STORE-001,492,0,0
2023-06-21,SKU-1032,STORE-001,484,461,0
2023-06-22,SKU-1032,STORE-001,466,461,0
2023-06-23,SKU-1032,STORE-001,450,461,0
2023-06-24,SKU-1032,STORE-001,432,461,0
2023-06-25,SKU-1032,STORE-001,416,461,0
2023-06-26,SKU-1032,STORE-001,405,461,0
2023-06-27,SKU-1032,STORE-001,389,461,0
2023-06-28,SKU-1032,STORE-001,374,461,0
2023-06-29,SKU-1032,STORE-001,364,461,0
2023-06-30,SKU-1032,STORE-001,348,461,0
2023-07-01,SKU-1032,STORE-001,332,461,0
2023-07-02,SKU-1032,STORE-001,315,461,0
2023-07-03,SKU-1032,STORE-001,304,461,0
2023-07-04,SKU-1032,STORE-001,288,461,0
2023-07-05,SKU-1032,STORE-001,279,461,0
2023-07-06,SKU-1032,STORE-001,269,461,0
2023-07-07,SKU-1032,STORE-001,255,461,0
2023-07-08,SKU-1032,STORE-001,239,461,0
2023-07-09,SKU-1032,STORE-001,224,461,0
2023-07-10,SKU-1032,STORE-001,212,461,0
2023-07-11,SKU-1032,STORE-001,203,461,0
2023-07-12,SKU-1032,STORE-001,191,461,0
2023-07-13,SKU-1032,STORE-001,176,461,0
2023-07-14,SKU-1032,STORE-001,161,461,0
2023-07-15,SKU-1032,STORE-001,122,461,0
2023-07-16,SKU-1032,STORE-001,97,461,0
2023-07-17,SKU-1032,STORE-001,539,0,0
2023-07-18,SKU-1032,STORE-001,526,0,0
2023-07-19,SKU-1032,STORE-001,511,0,0
2023-07-20,SKU-1032,STORE-001,497,0,0
2023-07-21,SKU-1032,STORE-001,484,461,0
2023-07-22,SKU-1032,STORE-001,463,461,0
2023-07-23,SKU-1032,STORE-001,438,461,0
2023-07-24,SKU-1032,STORE-001,425,461,0
2023-07-25,SKU-1032,STORE-001,415,461,0
2023-07-26,SKU-1032,STORE-001,406,461,0
2023-07-27,SKU-1032,STORE-001,392,461,0
2023-07-28,SKU-1032,STORE-001,378,461,0
2023-07-29,SKU-1032,STORE-001,360,461,0
2023-07-30,SKU-1032,STORE-001,343,461,0
2023-07-31,SKU-1032,STORE-001,330,461,0
2023-08-01,SKU-1032,STORE-001,320,461,0
2023-08-02,SKU-1032,STORE-001,308,461,0
2023-08-03,SKU-1032,STORE-001,298,461,0
2023-08-04,SKU-1032,STORE-001,285,461,0
2023-08-05,SKU-1032,STORE-001,269,461,0
2023-08-06,SKU-1032,STORE-001,246,461,0
2023-08-07,SKU-1032,STORE-001,231,461,0
2023-08-08,SKU-1032,STORE-001,209,461,0
2023-08-09,SKU-1032,STORE-001,201,461,0
2023-08-10,SKU-1032,STORE-001,184,461,0
2023-08-11,SKU-1032,STORE-001,166,461,0
2023-08-12,SKU-1032,STORE-001,143,461,0
2023-08-13,SKU-1032,STORE-001,124,461,0
2023-08-14,SKU-1032,STORE-001,110,461,0
2023-08-15,SKU-1032,STORE-001,95,461,0
2023-08-16,SKU-1032,STORE-001,82,461,0
2023-08-17,SKU-1032,STORE-001,71,461,0
2023-08-18,SKU-1032,STORE-001,524,0,0
2023-08-19,SKU-1032,STORE-001,503,0,0
2023-08-20,SKU-1032,STORE-001,488,461,0
2023-08-21,SKU-1032,STORE-001,474,461,0
2023-08-22,SKU-1032,STORE-001,459,461,0
2023-08-23,SKU-1032,STORE-001,447,461,0
2023-08-24,SKU-1032,STORE-001,425,461,0
2023-08-25,SKU-1032,STORE-001,416,461,0
2023-08-26,SKU-1032,STORE-001,403,461,0
2023-08-27,SKU-1032,STORE-001,380,461,0
2023-08-28,SKU-1032,STORE-001,366,461,0
2023-08-29,SKU-1032,STORE-001,357,461,0
2023-08-30,SKU-1032,STORE-001,349,461,0
2023-08-31,SKU-1032,STORE-001,341,461,0
2023-09-01,SKU-1032,STORE-001,332,461,0
2023-09-02,SKU-1032,STORE-001,316,461,0
2023-09-03,SKU-1032,STORE-001,301,461,0
2023-09-04,SKU-1032,STORE-001,289,461,0
2023-09-05,SKU-1032,STORE-001,280,461,0
2023-09-06,SKU-1032,STORE-001,267,461,0
2023-09-07,SKU-1032,STORE-001,255,461,0
2023-09-08,SKU-1032,STORE-001,245,461,0
2023-09-09,SKU-1032,STORE-001,232,461,0
2023-09-10,SKU-1032,STORE-001,213,461,0
2023-09-11,SKU-1032,STORE-001,197,461,0
2023-09-12,SKU-1032,STORE-001,190,461,0
2023-09-13,SKU-1032,STORE-001,180,461,0
2023-09-14,SKU-1032,STORE-001,174,461,0
2023-09-15,SKU-1032,STORE-001,162,461,0
2023-09-16,SKU-1032,STORE-001,607,0,0
2023-09-17,SKU-1032,STORE-001,590,0,0
2023-09-18,SKU-1032,STORE-001,578,0,0
2023-09-19,SKU-1032,STORE-001,563,0,0
2023-09-20,SKU-1032,STORE-001,547,0,0
2023-09-21,SKU-1032,STORE-001,539,0,0
2023-09-22,SKU-1032,STORE-001,528,0,0
2023-09-23,SKU-1032,STORE-001,513,0,0
2023-09-24,SKU-1032,STORE-001,501,0,0
2023-09-25,SKU-1032,STORE-001,488,461,0
2023-09-26,SKU-1032,STORE-001,477,461,0
2023-09-27,SKU-1032,STORE-001,455,461,0
2023-09-28,SKU-1032,STORE-001,431,461,0
2023-09-29,SKU-1032,STORE-001,418,461,0
2023-09-30,SKU-1032,STORE-001,401,461,0
2023-10-01,SKU-1032,STORE-001,372,461,0
2023-10-02,SKU-1032,STORE-001,349,461,0
2023-10-03,SKU-1032,STORE-001,337,461,0
2023-10-04,SKU-1032,STORE-001,327,461,0
2023-10-05,SKU-1032,STORE-001,309,461,0
2023-10-06,SKU-1032,STORE-001,301,461,0
2023-10-07,SKU-1032,STORE-001,281,461,0
2023-10-08,SKU-1032,STORE-001,265,461,0
2023-10-09,SKU-1032,STORE-001,253,461,0
2023-10-10,SKU-1032,STORE-001,242,461,0
2023-10-11,SKU-1032,STORE-001,227,461,0
2023-10-12,SKU-1032,STORE-001,212,461,0
2023-10-13,SKU-1032,STORE-001,199,461,0
2023-10-14,SKU-1032,STORE-001,181,461,0
2023-10-15,SKU-1032,STORE-001,166,461,0
2023-10-16,SKU-1032,STORE-001,157,461,0
2023-10-17,SKU-1032,STORE-001,137,461,0
2023-10-18,SKU-1032,STORE-001,125,461,0
2023-10-19,SKU-1032,STORE-001,104,461,0
2023-10-20,SKU-1032,STORE-001,93,461,0
2023-10-21,SKU-1032,STORE-001,73,461,0
2023-10-22,SKU-1032,STORE-001,51,461,0
2023-10-23,SKU-1032,STORE-001,500,0,0
2023-10-24,SKU-1032,STORE-001,486,461,0
2023-10-25,SKU-1032,STORE-001,470,461,0
2023-10-26,SKU-1032,STORE-001,455,461,0
2023-10-27,SKU-1032,STORE-001,442,461,0
2023-10-28,SKU-1032,STORE-001,426,461,0
2023-10-29,SKU-1032,STORE-001,406,461,0
2023-10-30,SKU-1032,STORE-001,395,461,0
2023-10-31,SKU-1032,STORE-001,382,461,0
2023-11-01,SKU-1032,STORE-001,366,461,0
2023-11-02,SKU-1032,STORE-001,350,461,0
2023-11-03,SKU-1032,STORE-001,343,461,0
2023-11-04,SKU-1032,STORE-001,320,461,0
2023-11-05,SKU-1032,STORE-001,299,461,0
2023-11-06,SKU-1032,STORE-001,275,461,0
2023-11-07,SKU-1032,STORE-001,257,461,0
2023-11-08,SKU-1032,STORE-001,241,461,0
2023-11-09,SKU-1032,STORE-001,221,461,0
2023-11-10,SKU-1032,STORE-001,193,461,0
2023-11-11,SKU-1032,STORE-001,168,461,0
2023-11-12,SKU-1032,STORE-001,146,461,0
2023-11-13,SKU-1032,STORE-001,130,461,0
2023-11-14,SKU-1032,STORE-001,113,461,0
2023-11-15,SKU-1032,STORE-001,98,461,0
2023-11-16,SKU-1032,STORE-001,76,461,0
2023-11-17,SKU-1032,STORE-001,53,461,0
2023-11-18,SKU-1032,STORE-001,32,461,0
2023-11-19,SKU-1032,STORE-001,21,922,0
2023-11-20,SKU-1032,STORE-001,11,922,0
2023-11-21,SKU-1032,STORE-001,453,461,0
2023-11-22,SKU-1032,STORE-001,432,461,0
2023-11-23,SKU-1032,STORE-001,398,461,0
2023-11-24,SKU-1032,STORE-001,371,461,0
2023-11-25,SKU-1032,STORE-001,344,461,0
2023-11-26,SKU-1032,STORE-001,306,461,0
2023-11-27,SKU-1032,STORE-001,293,461,0
2023-11-28,SKU-1032,STORE-001,273,461,0
2023-11-29,SKU-1032,STORE-001,254,461,0
2023-11-30,SKU-1032,STORE-001,234,461,0
2023-12-01,SKU-1032,STORE-001,217,461,0
2023-12-02,SKU-1032,STORE-001,185,461,0
2023-12-03,SKU-1032,STORE-001,154,461,0
2023-12-04,SKU-1032,STORE-001,138,461,0
2023-12-05,SKU-1032,STORE-001,120,461,0
2023-12-06,SKU-1032,STORE-001,105,461,0
2023-12-07,SKU-1032,STORE-001,91,461,0
2023-12-08,SKU-1032,STORE-001,74,461,0
2023-12-09,SKU-1032,STORE-001,50,461,0
2023-12-10,SKU-1032,STORE-001,25,461,0
2023-12-11,SKU-1032,STORE-001,0,922,2
2023-12-12,SKU-1032,STORE-001,0,922,22
2023-12-13,SKU-1032,STORE-001,0,922,15
2023-12-14,SKU-1032,STORE-001,0,922,17
2023-12-15,SKU-1032,STORE-001,0,922,14
2023-12-16,SKU-1032,STORE-001,442,461,0
2023-12-17,SKU-1032,STORE-001,416,461,0
2023-12-18,SKU-1032,STORE-001,401,461,0
2023-12-19,SKU-1032,STORE-001,387,461,0
2023-12-20,SKU-1032,STORE-001,374,461,0
2023-12-21,SKU-1032,STORE-001,360,461,0
2023-12-22,SKU-1032,STORE-001,352,461,0
2023-12-23,SKU-1032,STORE-001,328,461,0
2023-12-24,SKU-1032,STORE-001,306,461,0
2023-12-25,SKU-1032,STORE-001,291,461,0
2023-12-26,SKU-1032,STORE-001,277,461,0
2023-12-27,SKU-1032,STORE-001,256,461,0
2023-12-28,SKU-1032,STORE-001,238,461,0
2023-12-29,SKU-1032,STORE-001,221,461,0
2023-12-30,SKU-1032,STORE-001,196,461,0
2023-12-31,SKU-1032,STORE-001,175,461,0
2024-01-01,SKU-1032,STORE-001,168,461,0
2024-01-02,SKU-1032,STORE-001,154,461,0
2024-01-03,SKU-1032,STORE-001,146,461,0
2024-01-04,SKU-1032,STORE-001,135,461,0
2024-01-05,SKU-1032,STORE-001,121,461,0
2024-01-06,SKU-1032,STORE-001,107,461,0
2024-01-07,SKU-1032,STORE-001,546,0,0
2024-01-08,SKU-1032,STORE-001,532,0,0
2024-01-09,SKU-1032,STORE-001,519,0,0
2024-01-10,SKU-1032,STORE-001,511,0,0
2024-01-11,SKU-1032,STORE-001,498,0,0
2024-01-12,SKU-1032,STORE-001,486,461,0
2024-01-13,SKU-1032,STORE-001,466,461,0
2024-01-14,SKU-1032,STORE-001,448,461,0
2024-01-15,SKU-1032,STORE-001,439,461,0
2024-01-16,SKU-1032,STORE-001,427,461,0
2024-01-17,SKU-1032,STORE-001,416,461,0
2024-01-18,SKU-1032,STORE-001,400,461,0
2024-01-19,SKU-1032,STORE-001,385,461,0
2024-01-20,SKU-1032,STORE-001,357,461,0
2024-01-21,SKU-1032,STORE-001,341,461,0
2024-01-22,SKU-1032,STORE-001,330,461,0
2024-01-23,SKU-1032,STORE-001,321,461,0
2024-01-24,SKU-1032,STORE-001,303,461,0
2024-01-25,SKU-1032,STORE-001,290,461,0
2024-01-26,SKU-1032,STORE-001,282,461,0
2024-01-27,SKU-1032,STORE-001,265,461,0
2024-01-28,SKU-1032,STORE-001,248,461,0
2024-01-29,SKU-1032,STORE-001,241,461,0
2024-01-30,SKU-1032,STORE-001,234,461,0
2024-01-31,SKU-1032,STORE-001,222,461,0
2024-02-01,SKU-1032,STORE-001,215,461,0
2024-02-02,SKU-1032,STORE-001,181,461,0
2024-02-03,SKU-1032,STORE-001,166,461,0
2024-02-04,SKU-1032,STORE-001,147,461,0
2024-02-05,SKU-1032,STORE-001,130,461,0
2024-02-06,SKU-1032,STORE-001,119,461,0
2024-02-07,SKU-1032,STORE-001,108,461,0
2024-02-08,SKU-1032,STORE-001,557,0,0
2024-02-09,SKU-1032,STORE-001,540,0,0
2024-02-10,SKU-1032,STORE-001,521,0,0
2024-02-11,SKU-1032,STORE-001,492,0,0
2024-02-12,SKU-1032,STORE-001,476,461,0
2024-02-13,SKU-1032,STORE-001,464,461,0
2024-02-14,SKU-1032,STORE-001,450,461,0
2024-02-15,SKU-1032,STORE-001,439,461,0
2024-02-16,SKU-1032,STORE-001,428,461,0
2024-02-17,SKU-1032,STORE-001,413,461,0
2024-02-18,SKU-1032,STORE-001,400,461,0
2024-02-19,SKU-1032,STORE-001,390,461,0
2024-02-20,SKU-1032,STORE-001,380,461,0
2024-02-21,SKU-1032,STORE-001,366,461,0
2024-02-22,SKU-1032,STORE-001,348,461,0
2024-02-23,SKU-1032,STORE-001,336,461,0
2024-02-24,SKU-1032,STORE-001,315,461,0
2024-02-25,SKU-1032,STORE-001,292,461,0
2024-02-26,SKU-1032,STORE-001,279,461,0
2024-02-27,SKU-1032,STORE-001,263,461,0
2024-02-28,SKU-1032,STORE-001,249,461,0
2024-02-29,SKU-1032,STORE-001,235,461,0
2024-03-01,SKU-1032,STORE-001,222,461,0
2024-03-02,SKU-1032,STORE-001,202,461,0
2024-03-03,SKU-1032,STORE-001,194,461,0
2024-03-04,SKU-1032,STORE-001,179,461,0
2024-03-05,SKU-1032,STORE-001,170,461,0
2024-03-06,SKU-1032,STORE-001,158,461,0
2024-03-07,SKU-1032,STORE-001,145,461,0
2024-03-08,SKU-1032,STORE-001,133,461,0
2024-03-09,SKU-1032,STORE-001,113,461,0
2024-03-10,SKU-1032,STORE-001,95,461,0
2024-03-11,SKU-1032,STORE-001,538,0,0
2024-03-12,SKU-1032,STORE-001,532,0,0
2024-03-13,SKU-1032,STORE-001,512,0,0
2024-03-14,SKU-1032,STORE-001,501,0,0
2024-03-15,SKU-1032,STORE-001,475,461,0
2024-03-16,SKU-1032,STORE-001,454,461,0
2024-03-17,SKU-1032,STORE-001,429,461,0
2024-03-18,SKU-1032,STORE-001,422,461,0
2024-03-19,SKU-1032,STORE-001,401,461,0
2024-03-20,SKU-1032,STORE-001,386,461,0
2024-03-21,SKU-1032,STORE-001,378,461,0
2024-03-22,SKU-1032,STORE-001,359,461,0
2024-03-23,SKU-1032,STORE-001,340,461,0
2024-03-24,SKU-1032,STORE-001,322,461,0
2024-03-25,SKU-1032,STORE-001,308,461,0
2024-03-26,SKU-1032,STORE-001,292,461,0
2024-03-27,SKU-1032,STORE-001,284,461,0
2024-03-28,SKU-1032,STORE-001,270,461,0
2024-03-29,SKU-1032,STORE-001,256,461,0
2024-03-30,SKU-1032,STORE-001,240,461,0
2024-03-31,SKU-1032,STORE-001,222,461,0
2024-04-01,SKU-1032,STORE-001,206,461,0
2024-04-02,SKU-1032,STORE-001,191,461,0
2024-04-03,SKU-1032,STORE-001,182,461,0
2024-04-04,SKU-1032,STORE-001,170,461,0
2024-04-05,SKU-1032,STORE-001,158,461,0
2024-04-06,SKU-1032,STORE-001,147,461,0
2024-04-07,SKU-1032,STORE-001,126,461,0
2024-04-08,SKU-1032,STORE-001,111,461,0
2024-04-09,SKU-1032,STORE-001,104,461,0
2024-04-10,SKU-1032,STORE-001,551,0,0
2024-04-11,SKU-1032,STORE-001,544,0,0
2024-04-12,SKU-1032,STORE-001,528,0,0
2024-04-13,SKU-1032,STORE-001,510,0,0
2024-04-14,SKU-1032,STORE-001,495,0,0
2024-04-15,SKU-1032,STORE-001,474,461,0
2024-04-16,SKU-1032,STORE-001,462,461,0
2024-04-17,SKU-1032,STORE-001,430,461,0
2024-04-18,SKU-1032,STORE-001,409,461,0
2024-04-19,SKU-1032,STORE-001,390,461,0
2024-04-20,SKU-1032,STORE-001,356,461,0
2024-04-21,SKU-1032,STORE-001,326,461,0
2024-04-22,SKU-1032,STORE-001,312,461,0
2024-04-23,SKU-1032,STORE-001,295,461,0
2024-04-24,SKU-1032,STORE-001,281,461,0
2024-04-25,SKU-1032,STORE-001,269,461,0
2024-04-26,SKU-1032,STORE-001,263,461,0
2024-04-27,SKU-1032,STORE-001,248,461,0
2024-04-28,SKU-1032,STORE-001,220,461,0
2024-04-29,SKU-1032,STORE-001,203,461,0
2024-04-30,SKU-1032,STORE-001,187,461,0
2024-05-01,SKU-1032,STORE-001,177,461,0
2024-05-02,SKU-1032,STORE-001,161,461,0
2024-05-03,SKU-1032,STORE-001,150,461,0
2024-05-04,SKU-1032,STORE-001,137,461,0
2024-05-05,SKU-1032,STORE-001,124,461,0
2024-05-06,SKU-1032,STORE-001,106,461,0
2024-05-07,SKU-1032,STORE-001,96,461,0
2024-05-08,SKU-1032,STORE-001,81,461,0
2024-05-09,SKU-1032,STORE-001,70,461,0
2024-05-10,SKU-1032,STORE-001,57,461,0
2024-05-11,SKU-1032,STORE-001,40,461,0
2024-05-12,SKU-1032,STORE-001,25,922,0
2024-05-13,SKU-1032,STORE-001,470,461,0
2024-05-14,SKU-1032,STORE-001,460,461,0
2024-05-15,SKU-1032,STORE-001,450,461,0
2024-05-16,SKU-1032,STORE-001,435,461,0
2024-05-17,SKU-1032,STORE-001,424,461,0
2024-05-18,SKU-1032,STORE-001,409,461,0
2024-05-19,SKU-1032,STORE-001,391,461,0
2024-05-20,SKU-1032,STORE-001,383,461,0
2024-05-21,SKU-1032,STORE-001,365,461,0
2024-05-22,SKU-1032,STORE-001,355,461,0
2024-05-23,SKU-1032,STORE-001,344,461,0
2024-05-24,SKU-1032,STORE-001,338,461,0
2024-05-25,SKU-1032,STORE-001,325,461,0
2024-05-26,SKU-1032,STORE-001,309,461,0
2024-05-27,SKU-1032,STORE-001,289,461,0
2024-05-28,SKU-1032,STORE-001,272,461,0
2024-05-29,SKU-1032,STORE-001,251,461,0
2024-05-30,SKU-1032,STORE-001,238,461,0
2024-05-31,SKU-1032,STORE-001,225,461,0
2024-06-01,SKU-1032,STORE-001,207,461,0
2024-06-02,SKU-1032,STORE-001,186,461,0
2024-06-03,SKU-1032,STORE-001,173,461,0
2024-06-04,SKU-1032,STORE-001,164,461,0
2024-06-05,SKU-1032,STORE-001,138,461,0
2024-06-06,SKU-1032,STORE-001,128,461,0
2024-06-07,SKU-1032,STORE-001,572,0,0
2024-06-08,SKU-1032,STORE-001,554,0,0
2024-06-09,SKU-1032,STORE-001,526,0,0
2024-06-10,SKU-1032,STORE-001,517,0,0
2024-06-11,SKU-1032,STORE-001,504,0,0
2024-06-12,SKU-1032,STORE-001,492,461,0
2024-06-13,SKU-1032,STORE-001,485,461,0
2024-06-14,SKU-1032,STORE-001,472,461,0
2024-06-15,SKU-1032,STORE-001,457,461,0
2024-06-16,SKU-1032,STORE-001,436,461,0
2024-06-17,SKU-1032,STORE-001,420,461,0
2024-06-18,SKU-1032,STORE-001,411,461,0
2024-06-19,SKU-1032,STORE-001,393,461,0
2024-06-20,SKU-1032,STORE-001,385,461,0
2024-06-21,SKU-1032,STORE-001,374,461,0
2024-06-22,SKU-1032,STORE-001,358,461,0
2024-06-23,SKU-1032,STORE-001,334,461,0
2024-06-24,SKU-1032,STORE-001,324,461,0
2024-06-25,SKU-1032,STORE-001,308,461,0
2024-06-26,SKU-1032,STORE-001,293,461,0
2024-06-27,SKU-1032,STORE-001,284,461,0
2024-06-28,SKU-1032,STORE-001,272,461,0
2024-06-29,SKU-1032,STORE-001,255,461,0
2024-06-30,SKU-1032,STORE-001,232,461,0
2024-07-01,SKU-1032,STORE-001,218,461,0
2024-07-02,SKU-1032,STORE-001,210,461,0
2024-07-03,SKU-1032,STORE-001,194,461,0
2024-07-04,SKU-1032,STORE-001,178,461,0
2024-07-05,SKU-1032,STORE-001,168,461,0
2024-07-06,SKU-1032,STORE-001,141,461,0
2024-07-07,SKU-1032,STORE-001,122,461,0
2024-07-08,SKU-1032,STORE-001,571,0,0
2024-07-09,SKU-1032,STORE-001,555,0,0
2024-07-10,SKU-1032,STORE-001,540,0,0
2024-07-11,SKU-1032,STORE-001,533,0,0
2024-07-12,SKU-1032,STORE-001,525,0,0
2024-07-13,SKU-1032,STORE-001,508,0,0
2024-07-14,SKU-1032,STORE-001,481,461,0
2024-07-15,SKU-1032,STORE-001,452,461,0
2024-07-16,SKU-1032,STORE-001,430,461,0
2024-07-17,SKU-1032,STORE-001,404,461,0
2024-07-18,SKU-1032,STORE-001,396,461,0
2024-07-19,SKU-1032,STORE-001,376,461,0
2024-07-20,SKU-1032,STORE-001,343,461,0
2024-07-21,SKU-1032,STORE-001,324,461,0
2024-07-22,SKU-1032,STORE-001,315,461,0
2024-07-23,SKU-1032,STORE-001,304,461,0
2024-07-24,SKU-1032,STORE-001,295,461,0
2024-07-25,SKU-1032,STORE-001,269,461,0
2024-07-26,SKU-1032,STORE-001,257,461,0
2024-07-27,SKU-1032,STORE-001,244,461,0
2024-07-28,SKU-1032,STORE-001,229,461,0
2024-07-29,SKU-1032,STORE-001,217,461,0
2024-07-30,SKU-1032,STORE-001,206,461,0
2024-07-31,SKU-1032,STORE-001,198,461,0
2024-08-01,SKU-1032,STORE-001,188,461,0
2024-08-02,SKU-1032,STORE-001,178,461,0
2024-08-03,SKU-1032,STORE-001,158,461,0
2024-08-04,SKU-1032,STORE-001,141,461,0
2024-08-05,SKU-1032,STORE-001,126,461,0
2024-08-06,SKU-1032,STORE-001,108,461,0
2024-08-07,SKU-1032,STORE-001,95,461,0
2024-08-08,SKU-1032,STORE-001,86,461,0
2024-08-09,SKU-1032,STORE-001,534,0,0
